   5.3007352e+01   2.7370432e+02   5.2737415e+01   2.6709259e+02   5.1367100e+01   2.2563270e+02   5.1292600e+01   2.5568290e+02   5.1760100e+01   2.4720950e+02   5.0369200e+01   2.6268660e+02   5.2490400e+01   2.6428010e+02   5.2936600e+01   2.7632990e+02
   3.9189839e+01   2.5528650e+02   3.9119383e+01   2.4575050e+02   3.8343800e+01   2.3078580e+02   3.8281800e+01   2.4133890e+02   3.8506700e+01   2.3935860e+02   3.7960400e+01   2.3142850e+02   3.9008500e+01   2.4430850e+02   3.9199100e+01   2.5457710e+02
   3.2969844e+01   2.3387469e+02   3.2990129e+01   2.2417580e+02   3.2716900e+01   2.4639010e+02   3.2709700e+01   2.2665470e+02   3.2744800e+01   2.4030120e+02   3.2434000e+01   2.0827990e+02   3.2980200e+01   2.2491600e+02   3.2988400e+01   2.3098510e+02
   3.0003252e+01   2.3270050e+02   3.0051911e+01   2.2566910e+02   2.9976300e+01   2.3450710e+02   2.9974700e+01   2.2634270e+02   2.9973700e+01   2.3199060e+02   2.9841500e+01   2.1577620e+02   3.0084400e+01   2.2657640e+02   3.0027600e+01   2.3223390e+02
   2.8636902e+01   2.2886121e+02   2.8665363e+01   2.2195190e+02   2.8482600e+01   2.3580630e+02   2.8481700e+01   2.2362110e+02   2.8496900e+01   2.3067870e+02   2.8285000e+01   2.1216710e+02   2.8675700e+01   2.2297990e+02   2.8658100e+01   2.2831370e+02
   2.7251219e+01   2.2658810e+02   2.7259170e+01   2.1999460e+02   2.6995800e+01   2.3526370e+02   2.6995100e+01   2.2203890e+02   2.6999800e+01   2.2854420e+02   2.6936700e+01   2.1081320e+02   2.7247200e+01   2.2091690e+02   2.7269200e+01   2.2638530e+02
   2.5909958e+01   2.2459990e+02   2.5975463e+01   2.1812109e+02   2.5967600e+01   2.3379530e+02   2.5966900e+01   2.2020820e+02   2.5957600e+01   2.2607850e+02   2.5882400e+01   2.1005600e+02   2.6025400e+01   2.1869370e+02   2.5934400e+01   2.2473480e+02
   2.4758418e+01   2.2318240e+02   2.4800862e+01   2.1655119e+02   2.4722100e+01   2.3084520e+02   2.4721300e+01   2.1822220e+02   2.4715900e+01   2.2329260e+02   2.4604700e+01   2.0982200e+02   2.4830400e+01   2.1653940e+02   2.4777700e+01   2.2383570e+02
   2.3363738e+01   2.2217140e+02   2.3378168e+01   2.1521890e+02   2.3305600e+01   2.2676680e+02   2.3305300e+01   2.1593770e+02   2.3310200e+01   2.1875630e+02   2.3239500e+01   2.0953250e+02   2.3382300e+01   2.1421090e+02   2.3376600e+01   2.2312140e+02
   2.2111578e+01   2.2191270e+02   2.2209105e+01   2.1428090e+02   2.2259100e+01   2.2100640e+02   2.2258700e+01   2.1288770e+02   2.2248500e+01   2.1190390e+02   2.2194500e+01   2.0826480e+02   2.2286400e+01   2.1144040e+02   2.2141100e+01   2.2283340e+02
   2.0946121e+01   2.2157561e+02   2.1014815e+01   2.1303610e+02   2.0991200e+01   2.1569890e+02   2.0990500e+01   2.0992710e+02   2.0962700e+01   2.0554330e+02   2.0928400e+01   2.0671330e+02   2.1056900e+01   2.0860430e+02   2.0963600e+01   2.2228330e+02
   1.9534137e+01   2.2080800e+02   1.9568065e+01   2.1171159e+02   1.9735100e+01   2.0876990e+02   1.9734000e+01   2.0439720e+02   1.9779800e+01   1.9977310e+02   1.9618800e+01   2.0368040e+02   1.9704300e+01   2.0449020e+02   1.9537600e+01   2.2181500e+02
   1.8395294e+01   2.1960030e+02   1.8540004e+01   2.1025909e+02   1.8648900e+01   2.0188520e+02   1.8647300e+01   1.9742330e+02   1.8649400e+01   1.9489180e+02   1.8557400e+01   1.9975410e+02   1.8647900e+01   1.9947430e+02   1.8451000e+01   2.2130860e+02
   1.7209503e+01   2.1835910e+02   1.7298512e+01   2.0849049e+02   1.7333700e+01   2.0118120e+02   1.7331300e+01   1.9302510e+02   1.7378700e+01   1.9230800e+02   1.7272400e+01   1.9701150e+02   1.7369200e+01   1.9737960e+02   1.7240600e+01   2.2042640e+02
   1.5772560e+01   2.1712131e+02   1.5995323e+01   2.0694170e+02   1.6223700e+01   2.0245870e+02   1.6224000e+01   1.8969450e+02   1.6324700e+01   1.9130150e+02   1.6042300e+01   1.9501500e+02   1.6171300e+01   1.9648730e+02   1.5861700e+01   2.1954580e+02
   1.4677252e+01   2.1561230e+02   1.4855468e+01   2.0741930e+02   1.5000600e+01   2.0541640e+02   1.5003400e+01   1.9371530e+02   1.5101900e+01   1.9366500e+02   1.4860700e+01   1.9622260e+02   1.4974400e+01   1.9915240e+02   1.4773100e+01   2.1903470e+02
   1.3399015e+01   2.1445300e+02   1.3602735e+01   2.0880380e+02   1.3908100e+01   2.0798810e+02   1.3910300e+01   1.9846160e+02   1.4069500e+01   1.9706410e+02   1.3685400e+01   1.9843610e+02   1.3837000e+01   2.0259170e+02   1.3453600e+01   2.1875900e+02
   1.2151191e+01   2.1161420e+02   1.2411813e+01   2.1233211e+02   1.2672000e+01   2.1479940e+02   1.2674300e+01   2.0738880e+02   1.2819300e+01   2.0262620e+02   1.2468500e+01   2.0287460e+02   1.2596500e+01   2.0896030e+02   1.2271800e+01   2.1651410e+02
   1.0883057e+01   2.1141090e+02   1.1301881e+01   2.1828670e+02   1.1582000e+01   2.2084920e+02   1.1583500e+01   2.1914280e+02   1.1696200e+01   2.1071480e+02   1.1391300e+01   2.1196850e+02   1.1551100e+01   2.1931870e+02   1.1071400e+01   2.1652990e+02
   9.7166737e+00   2.1774451e+02   1.0033802e+01   2.2631140e+02   1.0366700e+01   2.2733010e+02   1.0368000e+01   2.3316170e+02   1.0523000e+01   2.2217530e+02   1.0144700e+01   2.2777660e+02   1.0301900e+01   2.3681100e+02   9.8505000e+00   2.2285920e+02
   8.4641801e+00   2.2972141e+02   8.8276106e+00   2.3396201e+02   8.9810000e+00   2.3660970e+02   8.9818000e+00   2.4663110e+02   9.1850000e+00   2.3653230e+02   8.8317000e+00   2.4642880e+02   8.9049000e+00   2.4772470e+02   8.6510000e+00   2.3507020e+02
