   5.3007352e+01   3.7633029e+02   5.2737415e+01   3.7858160e+02   5.1367100e+01   3.8030430e+02   5.1292600e+01   3.8149350e+02   5.1760100e+01   3.8231530e+02   5.0369200e+01   3.8024140e+02   5.2490400e+01   3.7832180e+02   5.2936600e+01   3.7574280e+02
   3.9189839e+01   3.7647101e+02   3.9119383e+01   3.7854419e+02   3.8343800e+01   3.8034850e+02   3.8281800e+01   3.8142760e+02   3.8506700e+01   3.8275250e+02   3.7960400e+01   3.8141510e+02   3.9008500e+01   3.7827480e+02   3.9199100e+01   3.7546230e+02
   3.2969844e+01   3.7457159e+02   3.2990129e+01   3.7705881e+02   3.2716900e+01   3.8055430e+02   3.2709700e+01   3.7998200e+02   3.2744800e+01   3.8325730e+02   3.2434000e+01   3.8230970e+02   3.2980200e+01   3.7676030e+02   3.2988400e+01   3.7316490e+02
   3.0003252e+01   3.7635519e+02   3.0051911e+01   3.7881790e+02   2.9976300e+01   3.8047910e+02   2.9974700e+01   3.8094130e+02   2.9973700e+01   3.8266550e+02   2.9841500e+01   3.8179930e+02   3.0084400e+01   3.7844620e+02   3.0027600e+01   3.7581600e+02
   2.8636902e+01   3.7638559e+02   2.8665363e+01   3.7884698e+02   2.8482600e+01   3.8053380e+02   2.8481700e+01   3.8075670e+02   2.8496900e+01   3.8269700e+02   2.8285000e+01   3.8199750e+02   2.8675700e+01   3.7840510e+02   2.8658100e+01   3.7582020e+02
   2.7251219e+01   3.7673059e+02   2.7259170e+01   3.7912750e+02   2.6995800e+01   3.8060500e+02   2.6995100e+01   3.8069410e+02   2.6999800e+01   3.8265040e+02   2.6936700e+01   3.8210880e+02   2.7247200e+01   3.7859370e+02   2.7269200e+01   3.7621980e+02
   2.5909958e+01   3.7699661e+02   2.5975463e+01   3.7936240e+02   2.5967600e+01   3.8059200e+02   2.5966900e+01   3.8059680e+02   2.5957600e+01   3.8262580e+02   2.5882400e+01   3.8225260e+02   2.6025400e+01   3.7876740e+02   2.5934400e+01   3.7646800e+02
   2.4758418e+01   3.7726221e+02   2.4800862e+01   3.7965390e+02   2.4722100e+01   3.8046990e+02   2.4721300e+01   3.8052690e+02   2.4715900e+01   3.8259020e+02   2.4604700e+01   3.8250850e+02   2.4830400e+01   3.7900490e+02   2.4777700e+01   3.7665890e+02
   2.3363738e+01   3.7750159e+02   2.3378168e+01   3.7989490e+02   2.3305600e+01   3.8023010e+02   2.3305300e+01   3.8042990e+02   2.3310200e+01   3.8260110e+02   2.3239500e+01   3.8277960e+02   2.3382300e+01   3.7931250e+02   2.3376600e+01   3.7682340e+02
   2.2111578e+01   3.7765909e+02   2.2209105e+01   3.8013721e+02   2.2259100e+01   3.7991460e+02   2.2258700e+01   3.8050110e+02   2.2248500e+01   3.8296850e+02   2.2194500e+01   3.8307860e+02   2.2286400e+01   3.7987350e+02   2.2141100e+01   3.7695320e+02
   2.0946121e+01   3.7772021e+02   2.1014815e+01   3.8024469e+02   2.0991200e+01   3.7948310e+02   2.0990500e+01   3.8034580e+02   2.0962700e+01   3.8341150e+02   2.0928400e+01   3.8334450e+02   2.1056900e+01   3.8027590e+02   2.0963600e+01   3.7696860e+02
   1.9534137e+01   3.7860141e+02   1.9568065e+01   3.8133060e+02   1.9735100e+01   3.8025480e+02   1.9734000e+01   3.8189490e+02   1.9779800e+01   3.8468740e+02   1.9618800e+01   3.8435330e+02   1.9704300e+01   3.8187840e+02   1.9537600e+01   3.7772800e+02
   1.8395294e+01   3.8000400e+02   1.8540004e+01   3.8303699e+02   1.8648900e+01   3.8248300e+02   1.8647300e+01   3.8457640e+02   1.8649400e+01   3.8646170e+02   1.8557400e+01   3.8534630e+02   1.8647900e+01   3.8385990e+02   1.8451000e+01   3.7894810e+02
   1.7209503e+01   3.8146320e+02   1.7298512e+01   3.8443719e+02   1.7333700e+01   3.8378670e+02   1.7331300e+01   3.8633510e+02   1.7378700e+01   3.8751940e+02   1.7272400e+01   3.8602630e+02   1.7369200e+01   3.8508430e+02   1.7240600e+01   3.8022380e+02
   1.5772560e+01   3.8301291e+02   1.5995323e+01   3.8574130e+02   1.6223700e+01   3.8502470e+02   1.6224000e+01   3.8812070e+02   1.6324700e+01   3.8833170e+02   1.6042300e+01   3.8631570e+02   1.6171300e+01   3.8615280e+02   1.5861700e+01   3.8155610e+02
   1.4677252e+01   3.8438470e+02   1.4855468e+01   3.8510779e+02   1.5000600e+01   3.8486840e+02   1.5003400e+01   3.8926600e+02   1.5101900e+01   3.8806440e+02   1.4860700e+01   3.8756310e+02   1.4974400e+01   3.8741470e+02   1.4773100e+01   3.8255620e+02
   1.3399015e+01   3.8575119e+02   1.3602735e+01   3.8430411e+02   1.3908100e+01   3.8497200e+02   1.3910300e+01   3.9060620e+02   1.4069500e+01   3.8748900e+02   1.3685400e+01   3.8835940e+02   1.3837000e+01   3.8839570e+02   1.3453600e+01   3.8348670e+02
   1.2151191e+01   3.8680859e+02   1.2411813e+01   3.8672559e+02   1.2672000e+01   3.8668330e+02   1.2674300e+01   3.9109720e+02   1.2819300e+01   3.8841830e+02   1.2468500e+01   3.8855690e+02   1.2596500e+01   3.8865170e+02   1.2271800e+01   3.8460110e+02
   1.0883057e+01   3.8708270e+02   1.1301881e+01   3.8860861e+02   1.1582000e+01   3.8799980e+02   1.1583500e+01   3.9045250e+02   1.1696200e+01   3.8876590e+02   1.1391300e+01   3.8717600e+02   1.1551100e+01   3.8726520e+02   1.1071400e+01   3.8458720e+02
   9.7166737e+00   3.8675159e+02   1.0033802e+01   3.8958969e+02   1.0366700e+01   3.8815140e+02   1.0368000e+01   3.8893830e+02   1.0523000e+01   3.8861650e+02   1.0144700e+01   3.8446790e+02   1.0301900e+01   3.8469380e+02   9.8505000e+00   3.8258900e+02
   8.4641801e+00   3.8560172e+02   8.8276106e+00   3.8970520e+02   8.9810000e+00   3.8752100e+02   8.9818000e+00   3.8666670e+02   9.1850000e+00   3.8848430e+02   8.8317000e+00   3.8266600e+02   8.9049000e+00   3.8272220e+02   8.6510000e+00   3.8034270e+02
   7.4877136e+00   3.8473050e+02   7.8309456e+00   3.8837320e+02   7.9463000e+00   3.8673900e+02   7.9467000e+00   3.8499590e+02   7.9853000e+00   3.8860140e+02   7.8547000e+00   3.8244820e+02   7.9543000e+00   3.8228310e+02   7.6540000e+00   3.7865590e+02
   6.4067018e+00   3.8450351e+02   6.7278200e+00   3.8689380e+02   6.9056000e+00   3.8648220e+02   6.9049000e+00   3.8373280e+02   6.9773000e+00   3.8922000e+02   6.7732000e+00   3.8130390e+02   6.9022000e+00   3.8155430e+02   6.5501000e+00   3.7676080e+02
   5.1951913e+00   3.8508841e+02   5.4415761e+00   3.8440451e+02   5.6921000e+00   3.8665310e+02   5.6912000e+00   3.8223710e+02   5.8038000e+00   3.8850040e+02   5.5132000e+00   3.7894880e+02   5.6756000e+00   3.8147940e+02   5.2795000e+00   3.7614090e+02
   4.2219229e+00   3.8677780e+02   4.3768213e+00   3.8287991e+02   4.4196000e+00   3.8707390e+02   4.4197000e+00   3.8131490e+02   4.4346000e+00   3.9176380e+02   4.3950000e+00   3.7445560e+02   4.4101000e+00   3.8023020e+02   4.2971000e+00   3.7596190e+02
   3.0869888e+00   3.8907880e+02   3.2329676e+00   3.8097861e+02   3.2898000e+00   3.8780220e+02   3.2909000e+00   3.8353330e+02   3.3110000e+00   3.9061980e+02   3.2504000e+00   3.6515960e+02   3.2865000e+00   3.8204290e+02   3.1518000e+00   3.7909710e+02
